College,Private,Apps,Top10perc,P.Undergrad,Outstate,Room.Board,Books,Personal,PhD,S.F.Ratio,perc.alumni,Expend,Grad.Rate,Apps_transformed,Top10perc_transformed,P.Undergrad_transformed,Outstate_transformed,Books_transformed,Personal_transformed,Terminal_transformed,S.F.Ratio_transformed,perc.alumni_transformed,Expend_transformed,Accept_Rate,Outstate_Tier,Outstate_Tier_encoded,Private_encoded,Apps_transformed_scaled,Top10perc_transformed_scaled,P.Undergrad_transformed_scaled,Outstate_transformed_scaled,Books_transformed_scaled,Personal_transformed_scaled,Terminal_transformed_scaled,S.F.Ratio_transformed_scaled,perc.alumni_transformed_scaled,Expend_transformed_scaled,Private_encoded_scaled,Accept_Rate_scaled
Pacific University,Yes,943,41,35,14210,3994,450,1100,76.0,10.9,22,11216,42.0,5.393794785885336,6.200408396979208,4.259915552862609,74.56636519539057,9.28888019207096,9.179807776613403,31904.737047146835,5.4070741342458755,3.1354942159291497,1.832099545479981,0.9003181336161188,Medium,1,1,-0.5126667492758133,0.9029060992795955,-1.2789032854925582,0.9625950037563699,-0.6142542984789047,-0.18659120673062196,-0.4230962065588109,-0.7897561601567338,0.20928980457225407,0.6970660064402734,0.6125530498969481,1.043406788222622
Pembroke State University,No,944,14,529,6360,2760,550,1498,77.0,15.0,5,6443,48.0,5.394438653630992,3.7701053698334652,8.686002236087866,55.89144613294121,9.735330960613702,9.704677883854428,33014.976620545895,6.92428965966388,1.791759469228055,1.8279854556518667,0.8199152542372882,Low,0,0,-0.5116328625522535,-0.7684736752694478,0.2902595832078523,-1.0424734859036977,0.12366360001576755,0.45375244544118093,-0.35347352257287784,0.2822630870249347,-1.9857151375821298,-0.7537702079521837,-1.6325116659989423,0.496482758222598
Pennsylvania State Univ. Main Campus,No,19315,48,2025,10645,4060,512,2394,77.0,18.1,19,8992,63.0,7.040672847296242,6.616537712685065,11.35346193143707,67.25667853849555,9.574724510631802,10.524822600891273,58795.90038007271,7.965493088984884,2.995732273553991,1.8306058426737017,0.5355423246181724,Medium,1,0,2.131797699366616,1.1890885687490678,1.235943436070582,0.17777648132971624,-0.14179539883908043,1.4543323149585328,1.2632379969775114,1.0179463816947247,-0.019012808716357025,0.170310827182809,-1.6325116659989423,-1.437905535975106
Pepperdine University,Yes,3821,86,625,18200,6770,500,700,95.0,11.6,13,16185,66.0,6.20198609382379,8.310547347724919,8.998465400564266,81.43160962042519,9.521846755027648,8.432948842240108,62055.431121210495,5.680089865568533,2.6390573296152584,1.834215270295723,0.5331065166186862,High,2,1,0.785081536783731,2.354101083761265,0.40103590338053213,1.6996951338517094,-0.2291946039516519,-1.09776212520345,1.467641878959388,-0.5968513856813783,-0.601645107695158,1.4431776157179133,0.6125530498969481,-1.454474618297499
Peru State College,No,701,10,457,2580,2624,500,900,48.0,20.1,24,4870,44.0,5.211673854986479,3.13661398758166,8.416079692129962,40.237315346057855,9.521846755027648,8.845130755470747,65424.30531235642,8.600465007252936,3.2188758248682006,1.825388126508786,0.7146932952924394,Low,0,0,-0.805106328380466,-1.204141438433242,0.1945650196537428,-2.7232092507461854,-0.2291946039516519,-0.5948985251698033,1.6789026453905742,1.4665986044009738,0.34549454598816776,-1.6697198684887762,-1.6325116659989423,-0.2192679496527438
Pfeiffer College,Yes,838,11,162,8640,3700,400,1915,62.0,12.2,13,7634,48.0,5.321770128085581,3.3105556040601205,6.6106147035829395,62.40863621583074,9.032160306951633,10.130734776571167,18727.219793357373,5.909038089917999,2.6390573296152584,1.8293779431390154,0.7768496420047732,Medium,1,1,-0.628319906264202,-1.0845174670653988,-0.44551928585790695,-0.34274287756054267,-1.0385747644227592,0.9735435765255882,-1.2494530951634284,-0.43508339754859504,-0.601645107695158,-0.2627086709293968,0.6125530498969481,0.2035377993032928
Philadelphia Coll. of Textiles and Sci.,Yes,1538,19,1042,11690,5062,600,1664,48.0,12.9,15,8028,68.0,5.685745980883667,4.394249799363181,9.988910526376625,69.54751725126286,9.932527964405688,9.88605097340334,36487.79557571775,6.170677943246448,2.772588722239781,1.8297670319653376,0.8185955786736021,Medium,1,1,-0.043867890391065506,-0.3392340437249904,0.752174465758969,0.4237367718403794,0.4496014388117547,0.6750283477361848,-0.1356944211524122,-0.2502164792374274,-0.3835201634208818,-0.12549626589483603,0.6125530498969481,0.4875059369550033
Phillips University,Yes,692,19,83,10500,3860,600,940,58.0,11.6,19,8990,39.0,5.203648601302708,4.394249799363181,5.5407526010080606,66.92729766584722,9.932527964405688,8.91723312048175,20349.537205283363,5.680089865568533,2.995732273553991,1.8306042472496926,0.8323699421965318,Medium,1,1,-0.8179928307605433,-0.3392340437249904,-0.8248132324389372,0.1424118724317926,0.4496014388117547,-0.5069333484443382,-1.1477182127095475,-0.5968513856813783,-0.019012808716357025,0.16974819996112464,0.6125530498969481,0.581203208331948
Piedmont College,Yes,663,20,63,5640,3620,600,750,89.0,13.2,17,7309,31.0,5.177006580876351,4.503953018570464,5.119856158258815,53.51695986562398,9.932527964405688,8.545341066409259,48228.57254567277,6.281111475406707,2.8903717578961645,1.8290329035091026,0.8476621417797888,Low,0,1,-0.8607730933120697,-0.2637884142137955,-0.9740319705249556,-1.2974147564820286,0.4496014388117547,-0.9606431574678065,0.6005650532112241,-0.17218743851993448,-0.1911203270674524,-0.3843871007626564,0.6125530498969481,0.6852252469486607
Pikeville College,Yes,404,28,100,6000,3000,500,500,48.0,13.4,14,5557,61.0,4.862622776085539,5.260422081682251,5.831769162070236,54.727617337753195,9.521846755027648,7.892981014082466,15028.499603244794,6.354191814974079,2.70805020110221,1.8266618603267966,0.9900990099009901,Low,0,1,-1.3655929791790238,0.2564541555541443,-0.721640291085043,-1.1674301958517874,-0.2291946039516519,-1.7565250579131293,-1.481398373568703,-0.12055104982347017,-0.488944521318963,-1.220536883217599,0.6125530498969481,1.6541227110106291
Pitzer College,Yes,1133,37,30,17688,5900,650,850,100.0,10.4,11,14820,73.0,5.504567135687119,5.938297343999169,4.042536621993316,80.60996403217638,10.115893212874479,8.750709491517258,65424.30531235642,5.207867505648501,2.4849066497880004,1.8337447058021523,0.556045895851721,High,2,1,-0.3347947210987924,0.7226458157909562,-1.3559697713457746,1.6114775799679804,0.7526774067369608,-0.7100928488101287,1.6789026453905742,-0.9305096236198235,-0.8534518760234878,1.2772327683754374,0.6125530498969481,-1.2984342148597396
Point Loma Nazarene College,Yes,809,20,217,10178,4190,800,750,71.0,16.1,19,7895,54.0,5.30016177093406,4.503953018570464,7.100899309312807,66.18500787846293,10.600467571293109,8.545341066409259,26700.255016237883,7.302559689674737,2.995732273553991,1.8296390426180316,0.8491965389369592,Medium,1,1,-0.6630173945723599,-0.2637884142137955,-0.2717006389429036,0.0627145062529262,1.5536080298286021,-0.9606431574678065,-0.7494672137091747,0.5495374102901839,-0.019012808716357025,-0.17063178502208903,0.6125530498969481,0.6956626676393577
Point Park College,Yes,875,7,1402,9700,4830,400,1200,45.0,14.5,10,7652,66.0,5.3482030540821075,2.522066501068072,10.587312126886406,65.05409454944743,9.032160306951633,9.326478591460091,49659.49561114865,6.74879429472491,2.3978952727983707,1.8293963900112769,0.8502857142857143,Medium,1,1,-0.5858753958239299,-1.6267810138219474,0.9643233998613193,-0.05870817156231771,-1.0385747644227592,-0.007652219826546156,0.6902976719925955,0.15826329539749684,-0.9955858819980911,-0.25620337050149916,0.6125530498969481,0.7030715586606741
Polytechnic University,Yes,1132,58,214,16200,4200,436,2486,90.0,10.4,14,14329,62.0,5.504037801142214,7.138816053157991,7.0772261019504095,78.1296100955965,9.219610516818031,10.592034950408413,49659.49561114865,5.207867505648501,2.70805020110221,1.8335587347553144,0.7482332155477032,High,2,1,-0.3356446968305961,1.5482723599064572,-0.28009340678382877,1.3451696241042976,-0.7287469520785289,1.536331653017786,0.6902976719925955,-0.9305096236198235,-0.488944521318963,1.2116499685694828,0.6125530498969481,0.008880451170797382
Prairie View A. and M. University,No,2405,10,448,4290,3500,598,1582,75.0,19.4,1,5967,35.0,5.9436298077107335,3.13661398758166,8.379684139311195,48.46132144941083,9.924920055309556,9.7986609299467,54108.59763306137,8.381147546703707,0.6931471805599453,1.8273120274064372,0.928898128898129,Low,0,0,0.3702274988812827,-1.204141438433242,0.18166184939151506,-1.8402230679700669,0.437026676513818,0.5684121415197002,0.9692990979140862,1.3116354267818913,-3.780309948096807,-0.9912550775306536,-1.6325116659989423,1.237816320788867
Presbyterian College,Yes,1082,34,30,11859,3635,554,1429,80.0,13.4,42,8354,85.0,5.476911373204706,5.727506810854239,4.042536621993316,69.90519788577942,9.751669542456124,9.62375276539391,42760.679669250785,6.354191814974079,3.7612001156935624,1.830067360557321,0.7689463955637708,Medium,1,1,-0.3792027938022357,0.5776799288914052,-1.3559697713457746,0.4621398389290514,0.15066888890102867,0.3550234738488856,0.25767565625110594,-0.12055104982347017,1.231387019584252,-0.019585210066804658,0.6125530498969481,0.14977759286553063
Princeton University,Yes,13218,90,146,19900,5910,675,1575,91.0,8.4,54,28320,99.0,6.853120120738465,8.45354470943806,6.439577004292072,84.05546415095374,10.203008225841028,9.791007719722158,58795.90038007271,4.370566609326042,4.007333185232471,1.8367315074947177,0.15448630655167198,High,2,1,1.8306360473599794,2.452443922292768,-0.5061565996033315,1.981410306111448,0.8966657965552619,0.559075194114214,1.2632379969775114,-1.5221214688076337,1.6334479958237178,2.33053015414705,0.6125530498969481,-4.029960629857285
Providence College,Yes,5139,20,1358,14400,6200,450,1100,66.0,18.4,35,8135,96.0,6.362851633369054,4.503953018570464,10.522168950975335,74.92021573505362,9.28888019207096,9.179807776613403,29754.174387837,8.062417407196962,3.58351893845611,1.8298676504639504,0.651099435687877,Medium,1,1,1.0433904002673355,-0.2637884142137955,0.9412284493768915,1.0005868453678388,-0.6142542984789047,-0.18659120673062196,-0.5579571392876599,1.0864302146786262,0.9411429344911897,-0.09001309276925237,0.6125530498969481,-0.6518520840381169
Purdue University at West Lafayette,No,21804,29,4065,9556,3990,570,1060,86.0,18.2,15,8604,67.0,7.099524725699029,5.343132544941852,12.88417773889531,64.70624377791339,9.816012876520363,9.117655526558595,44089.64233777555,7.99787015679172,2.772588722239781,1.8302856944859258,0.8596587782058338,Medium,1,0,2.2262987458124375,0.3133361961439693,1.7786220096058747,-0.09605583656555074,0.25701902020397893,-0.262417202994713,0.3410143789166372,1.040823052329025,-0.3835201634208818,0.05741037916067402,-1.6325116659989423,0.7668298958277545
Queens College,Yes,516,32,549,11020,4970,610,1900,73.0,14.0,36,9315,58.0,5.019334593646747,5.579161020314319,8.755090290951923,68.09507626022057,9.970239299250098,10.11697185129063,30817.86634468314,6.570928155621265,3.6109179126442243,1.8308565336983709,0.7596899224806202,Medium,1,1,-1.1139539295533867,0.4756588429698257,0.3147530959025511,0.2677926601421741,0.5119327660679461,0.956752752058499,-0.4912534379026085,0.03258838544133381,0.9858994490492295,0.2587171655003692,0.6125530498969481,0.08681234085794645
Quincy University,Yes,1025,22,72,10100,4140,450,1080,69.0,16.3,32,6880,80.0,5.444296800355919,4.711661371580558,5.32227533771245,66.002883773408,9.28888019207096,9.14899808759534,26700.255016237883,7.370241616806378,3.4965075614664802,1.8285394463282534,0.6897560975609756,Medium,1,1,-0.4315734461457281,-0.12094221917214974,-0.9022691057091234,0.04316040253595542,-0.6142542984789047,-0.22417915185443274,-0.7494672137091747,0.5973594417391935,0.7990089285165864,-0.5584050678317484,0.6125530498969481,-0.3888981020250061
Quinnipiac College,Yes,3712,17,714,12030,6140,1000,500,63.0,12.0,33,8847,86.0,6.186089142653919,4.161257057510804,9.25163519035798,70.26371920461996,11.135873380654385,7.892981014082466,28713.47007719424,5.833219143323595,3.5263605246161616,1.830488736185619,0.580010775862069,Medium,1,1,0.7595551039557205,-0.4994689411839057,0.4907911797800222,0.5006331677019721,2.4385556153715937,-1.7565250579131293,-0.6232192944825511,-0.48865480430561903,0.8477740600370556,0.1290131548058799,0.6125530498969481,-1.1354180535607024
Radford University,No,5702,15,472,6684,4110,500,900,73.0,19.6,9,4519,62.0,6.418466483734567,3.9068791807486942,8.47532762956453,56.902433766389095,9.521846755027648,8.845130755470747,40177.688977444705,8.444119375767272,2.302585092994046,1.8246245896977094,0.858295334970186,Low,0,0,1.132693608594835,-0.6744109272506593,0.21556995474047796,-0.9339268603208138,-0.2291946039516519,-0.5948985251698033,0.09569733284866454,1.3561294433902287,-1.1512760702749985,-1.938981577108127,-1.6325116659989423,0.7575553539845039
Ramapo College of New Jersey,No,2088,6,1938,4449,4860,600,1655,74.0,17.8,8,7333,47.0,5.863003180312434,2.2733446825640704,11.260485275407746,49.10675391549515,9.932527964405688,9.876656636199813,57206.70743459923,7.867941719783123,2.1972245773362196,1.8290591876437874,0.4583333333333333,Low,0,0,0.24076178143400678,-1.7978331880954055,1.2029807928286214,-1.770924973792436,0.4496014388117547,0.6635672183793232,1.1635803366973685,0.9490194931800552,-1.3233835886260938,-0.37511798509969513,-1.6325116659989423,-1.9631037999176166
Randolph-Macon College,Yes,1771,21,27,13840,3735,400,900,77.0,10.7,38,11080,74.0,5.768022873709703,4.609647768547939,3.8958537929413795,73.86826443769202,9.032160306951633,8.845130755470747,36487.79557571775,5.327827205479586,3.6635616461296463,1.8320216778114593,0.7481648785996612,Medium,1,1,0.08824773074776612,-0.1910995085854955,-1.4079726500278762,0.8876420774712049,-1.0385747644227592,-0.5948985251698033,-0.1356944211524122,-0.845749676894635,1.0718935453228027,0.6696059270201028,0.6125530498969481,0.008415603154037641
Randolph-Macon Woman's College,Yes,696,35,56,13970,6110,370,920,88.0,9.2,24,16358,68.0,5.207229121729401,5.799255636304826,4.94351331928614,74.11492481767694,8.864364450205027,8.881544791389247,60412.08392299406,4.713904915435639,3.2188758248682006,1.834270549373921,0.8850574712643678,Medium,1,1,-0.8122434318233117,0.6270233788095004,-1.0365500942946195,0.9141252420783167,-1.3159168023606214,-0.550473254176688,1.3645882269351624,-1.2795288599936459,0.34549454598816776,1.4626718153826495,0.6125530498969481,0.9395992751289203
Reed College,Yes,1966,47,61,19960,5490,500,450,90.0,11.8,37,15886,68.0,5.828407344833243,6.559981966494515,5.0713514549802055,84.14533130979122,9.521846755027648,7.72664854135075,49659.49561114865,5.756906952546101,3.6375861597263857,1.8341175490790813,0.7304170905391658,High,2,1,0.1852097286503146,1.1501937769220463,-0.9912281496306625,1.9910590659179963,-0.2291946039516519,-1.9594513469023465,0.6902976719925955,-0.5425747226939668,1.0294623131395182,1.4087161707952758,0.6125530498969481,-0.11231007041167951
Regis College,Yes,427,18,533,12700,5800,450,700,81.0,10.3,37,11758,84.0,4.89832834608513,4.280162520647578,8.700005992559305,71.6370529813594,9.28888019207096,8.432948842240108,42760.679669250785,5.167582732162698,3.6375861597263857,1.8323959600569282,0.9016393442622951,Medium,1,1,-1.308258976926581,-0.41769469988544683,0.2952242791684142,0.6480837816681111,-0.6142542984789047,-1.09776212520345,0.25767565625110594,-0.9589736432806009,1.0294623131395182,0.8015967825477371,0.6125530498969481,1.0523940515727441
Rensselaer Polytechnic Institute,Yes,4996,53,16,17475,5976,1230,1100,94.0,15.4,21,15605,70.0,6.347681494497248,6.886856882263634,3.189589363197824,80.26354338464004,11.646525622908005,9.179807776613403,62055.431121210495,7.063052599608816,3.091042453358316,1.8340230893566376,0.8336669335468375,High,2,1,1.0190310418743465,1.3749937779595973,-1.658361763019646,1.574283462969669,3.2825891707294645,-0.18659120673062196,1.467641878959388,0.38030884250552255,0.13667737956055104,1.375404893733151,0.6125530498969481,0.5900257249092726
Rhodes College,Yes,2302,58,59,15200,4768,550,1500,90.0,10.8,47,13388,77.0,5.918749693922498,7.138816053157991,5.021391812184284,76.37736720142061,9.735330960613702,9.706971680718645,58795.90038007271,5.367522038638105,3.871201010907891,1.8331733070719995,0.7953953084274544,High,2,1,0.33027640721709517,1.5482723599064572,-1.0089401426438158,1.1570367062804472,0.12366360001576755,0.4565508868862346,1.2632379969775114,-0.8177024914772081,1.4110746470937963,1.0757286677847484,0.6125530498969481,0.3296908761245627
Rider University,Yes,3586,16,1309,13250,5420,700,3100,84.0,12.3,23,11299,70.0,6.167076703277872,4.037027549018027,10.447345489903924,72.72925414459326,10.287356219704934,10.989243332278129,52599.33115919693,5.946766112810337,3.1780538303479458,1.8321463558835351,0.6759620747350809,Medium,1,1,0.7290259948552864,-0.5849046607537621,0.9147015859817643,0.7653500535832432,1.0360807080301793,2.020927484273434,0.8746535950171559,-0.4084259016153431,0.2788113855351543,0.7135737229763609,0.6125530498969481,-0.4827291017620253
Ripon College,Yes,587,28,28,15200,4100,350,650,87.0,9.4,49,12472,64.0,5.100784079945237,5.260422081682251,3.9463123049721003,76.37736720142061,8.745786153121648,8.312862263756331,49659.49561114865,4.797898993300738,3.912023005428146,1.832755736602489,0.8534923339011925,High,2,1,-0.9831669114228405,0.2564541555541443,-1.3900837948934837,1.1570367062804472,-1.5119094043589478,-1.2442682363007733,0.6902976719925955,-1.22018114926161,1.4777578075468099,0.9284721944119869,0.6125530498969481,0.7248839282713602
Rivier College,Yes,484,6,1196,9870,4860,600,1100,59.0,12.2,19,6744,81.0,4.978601224091876,2.2733446825640704,10.264679834950005,65.46041253715012,9.932527964405688,9.179807776613403,16447.810048162224,5.909038089917999,2.995732273553991,1.828372983264278,0.7975206611570248,Medium,1,1,-1.1793612904171202,-1.7978331880954055,0.849941859466046,-0.01508306179876824,0.4496014388117547,-0.18659120673062196,-1.392393977623881,-0.43508339754859504,-0.019012808716357025,-0.617108365927878,0.6125530498969481,0.34414815040389946
Roanoke College,Yes,2227,27,239,13425,4425,450,1200,85.0,13.0,26,9405,72.0,5.899869624613669,5.175483632487222,7.266009396332705,73.07051325295906,9.28888019207096,9.326478591460091,48228.57254567277,6.207599060205051,3.295836866004329,1.83092401037153,0.8037718904355635,Medium,1,1,0.2999598505484552,0.19803987368047105,-0.21316481794747663,0.8019899920325411,-0.6142542984789047,-0.007652219826546156,0.6005650532112241,-0.22412911897517096,0.47121122188858366,0.28251285425200917,0.6125530498969481,0.386670850285873
Rockhurst College,Yes,935,22,754,9490,4100,500,1500,60.0,10.7,21,7519,79.0,5.38861732376224,4.711661371580558,9.356258088646625,64.5456607903955,9.521846755027648,9.706971680718645,35306.31811651647,5.327827205479586,3.091042453358316,1.8292584844885182,0.9176470588235294,Medium,1,1,-0.5209804276467489,-0.12094221917214974,0.5278827188663581,-0.11329713689841309,-0.2291946039516519,0.4565508868862346,-0.20978440474634713,-0.845749676894635,0.13667737956055104,-0.30483583477479637,0.6125530498969481,1.1612832334846228
Rocky Mountain College,Yes,560,11,118,8734,3362,600,625,56.0,11.3,27,6422,68.0,5.071122737318803,3.3105556040601205,6.094808118449209,62.651576546823186,9.932527964405688,8.249574301883444,34148.77423378909,5.563890873647727,3.332204510175204,1.8279573775791673,0.7,Medium,1,1,-1.030795432266337,-1.0845174670653988,-0.628386138396189,-0.3166591231457777,0.4496014388117547,-1.3214798055730637,-0.28237352323745246,-0.6789541283407586,0.5306181538634841,-0.7636719569184205,0.6125530498969481,-0.31921606516062206
Roger Williams University,Yes,3304,10,1489,12520,6050,500,730,44.0,16.4,8,7957,61.0,6.121793105813073,3.13661398758166,10.710869122565239,71.27286790845767,9.521846755027648,8.501241777416086,13045.77062852601,7.4039613662423625,2.1972245773362196,1.8296991173515005,0.8486682808716707,Medium,1,1,0.656312133150369,-1.204141438433242,1.008127569020998,0.6089823530815689,-0.2291946039516519,-1.014444468273074,-1.6057345224000523,0.621184811174139,-1.3233835886260938,-0.14944639468591678,0.6125530498969481,0.6920693009318502
Rollins College,Yes,1777,31,1052,16425,5220,955,750,81.0,13.3,23,11561,90.0,5.769985254146637,5.502386904592119,10.007898078091548,78.5140085112207,11.024133258842463,8.545341066409259,42760.679669250785,6.317705088840353,3.1780538303479458,1.8322907045950063,0.6477208778840743,High,2,1,0.09139881122043816,0.42285937607467217,0.7589060467809827,1.386441296986302,2.2538655181092837,-0.9606431574678065,0.25767565625110594,-0.14633148248231995,0.2788113855351543,0.764478381565027,0.6125530498969481,-0.6748340277684842
Rosary College,Yes,434,28,269,10950,4600,550,950,79.0,12.9,30,9264,81.0,4.908786874758029,5.260422081682251,7.470348633488244,67.94001422274111,9.735330960613702,8.934814419422105,38923.295934475835,6.170677943246448,3.4339872044851463,1.8308178488208027,0.7396313364055299,Medium,1,1,-1.2914652580055246,0.2564541555541443,-0.14072124272825168,0.2511441271952387,0.12366360001576755,-0.4854840926797661,0.01703484187169807,-0.2502164792374274,0.696881263144984,0.2450749205154074,0.6125530498969481,-0.0496320603506397
Rowan College of New Jersey,No,3820,21,3942,4356,4830,800,800,76.0,22.1,6,7252,51.0,6.2018424716312675,4.609647768547939,12.81444032933946,48.73111318124835,10.600467571293109,8.650998387185288,37693.39301184987,9.211279273845411,1.9459101490553132,1.8289699417701881,0.37460732984293194,Low,0,0,0.7848509163200414,-0.1910995085854955,1.753898283780728,-1.8112563614226775,1.5536080298286021,-0.8317407990918487,-0.060091883356808096,1.8981817508098433,-1.7339083692537995,-0.4065905952790035,-1.6325116659989423,-2.532632697371791
Rutgers at New Brunswick,No,48094,36,3712,7410,4748,690,2009,90.0,19.5,19,10474,77.0,7.47112153280995,5.869495015931659,12.678603432393178,59.05625301900567,10.253936982035958,10.214775842555358,57206.70743459923,8.41266487040426,2.995732273553991,1.8316559349286237,0.5474695388198112,Low,0,0,2.822988062805341,0.675328745331237,1.7057405701743897,-0.7026779268500261,0.9808435903733325,1.076074016690313,1.1635803366973685,1.333904627868098,-0.019012808716357025,0.5406264827823865,-1.6325116659989423,-1.356773117481754
Rutgers State University at Camden,No,3366,27,1300,7411,4748,690,2009,90.0,18.6,12,10134,57.0,6.132095697940979,5.175483632487222,10.43332867949339,59.05912190632367,10.253936982035958,10.214775842555358,57206.70743459923,8.126692271604679,2.5649493574615367,1.831436099072627,0.5204991087344029,Low,0,0,0.6728554579110193,0.19803987368047105,0.9097322620602105,-0.7023699032627505,0.9808435903733325,1.076074016690313,1.1635803366973685,1.1318449172048743,-0.7227012651918747,0.4631012379706993,-1.6325116659989423,-1.5402339142480594
Rutgers State University at Newark,No,5785,26,1886,7410,4748,690,2009,90.0,17.4,16,11878,58.0,6.426164305526138,5.088171214391668,11.203100705747127,59.05625301900567,10.253936982035958,10.214775842555358,57206.70743459923,7.73687227002806,2.833213344056216,1.8324587517642499,0.46499567847882456,Low,0,0,1.1450543392019052,0.13799295441079093,1.1826364700910967,-0.7026779268500261,0.9808435903733325,1.076074016690313,1.1635803366973685,0.8564097284492161,-0.28448920152158647,0.8237403153221827,-1.6325116659989423,-1.9177845690097923
Sacred Heart University,Yes,2307,19,1889,11070,5780,400,600,71.0,14.8,16,7120,82.0,5.919984818148169,4.394249799363181,11.206449879373277,68.20543911874721,9.032160306951633,8.183897511239495,28713.47007719424,6.854368826497129,2.833213344056216,1.828821161047324,0.8218465539661899,Medium,1,1,0.3322597004438236,-0.3392340437249904,1.1838238392664235,0.27964198004126445,-1.0385747644227592,-1.4016057556008417,-0.6232192944825511,0.23285911133526874,-0.28448920152158647,-0.4590582053102019,0.6125530498969481,0.5096200269252782
Saint Ambrose University,Yes,897,12,390,10450,4020,500,1500,56.0,14.1,16,7444,70.0,5.363357477544621,3.473099970406587,8.12796250393028,66.81302550067221,9.521846755027648,9.706971680718645,14348.304194732818,6.606696588429186,2.833213344056216,1.829179047311083,0.8004459308807135,Medium,1,1,-0.5615412723540008,-0.9727316677869278,0.09241998140341552,0.13014282232927557,-0.2291946039516519,0.4565508868862346,-1.5240531582747878,0.0578612934555406,-0.28448920152158647,-0.33284940244283134,0.6125530498969481,0.3640466953127041
Saint Anselm College,Yes,2095,15,94,12950,5400,450,1120,70.0,14.5,29,6719,97.0,5.864921948989334,3.9068791807486942,5.734534988781288,72.13728284920492,9.28888019207096,9.21010309870897,38923.295934475835,6.74879429472491,3.4011973816621555,1.8283418191703549,0.7412887828162291,Medium,1,1,0.24384283258777772,-0.6744109272506593,-0.7561123349498996,0.7017919204959063,-0.6142542984789047,-0.14963079133114482,0.01703484187169807,0.15826329539749684,0.643318740239679,-0.6280984021063717,0.6125530498969481,-0.038357622451748286
Saint Cloud State University,No,3971,10,2206,4259,2625,350,1884,70.0,18.9,10,4629,58.0,6.223084774316569,3.13661398758166,11.535889232829033,48.33365939617441,8.745786153121648,10.102180064580173,30817.86634468314,8.222602697493853,2.3978952727983707,1.824873462645622,0.8325358851674641,Low,0,0,0.8189606148914441,-1.204141438433242,1.3006186600480962,-1.8539297490760829,-1.5119094043589478,0.9387067124886153,-0.4912534379026085,1.1996123641074883,-0.9955858819980911,-1.8512163846354668,-1.6325116659989423,0.5823320012198849
Saint Francis College IN,Yes,213,13,247,8670,3820,450,1000,43.0,12.5,4,7440,48.0,4.4392139309599905,3.625856985682614,7.3226657303693035,62.48635819877016,9.28888019207096,9.020229620808045,34148.77423378909,6.021866052278773,1.6094379124341003,1.8291747759989827,0.7793427230046949,Medium,1,1,-2.0454791616544923,-0.8676768730139961,-0.19307867368286977,-0.3343981078496482,-0.6142542984789047,-0.38127720177114266,-0.28237352323745246,-0.3553625238528725,-2.2835393318336408,-0.3343556831845995,0.6125530498969481,0.22049646941719708
Saint Francis College,Yes,1046,21,451,10880,5050,400,1235,64.0,19.3,24,7344,69.0,5.456534052486974,4.609647768547939,8.39188862848455,67.78429960151914,9.032160306951633,9.375148287960691,20349.537205283363,8.349566954428617,3.2188758248682006,1.829071190242179,0.7877629063097514,Medium,1,1,-0.4119235528306604,-0.1910995085854955,0.18598865828906008,0.2344255283436202,-1.0385747644227592,0.05172500660973829,-1.1477182127095475,1.2893215220075742,0.34549454598816776,-0.37088526166853,0.6125530498969481,0.2777730324223892
Saint John's University,Yes,933,18,72,12247,4081,500,600,76.0,12.0,38,9853,70.0,5.387315531626102,4.280162520647578,5.32227533771245,70.71389710784388,9.521846755027648,8.183897511239495,42760.679669250785,5.833219143323595,3.6635616461296463,1.8312456407869504,0.857449088960343,Medium,1,1,-0.5230707724659576,-0.41769469988544683,-0.9022691057091234,0.5489673813859551,-0.2291946039516519,-1.4016057556008417,0.25767565625110594,-0.48865480430561903,1.0718935453228027,0.395936010730769,0.6125530498969481,0.7517989397658782
Saint Joseph's College IN,Yes,920,24,222,11200,4250,600,950,55.0,14.8,19,7360,67.0,5.378780227923204,4.90575996229404,7.139707011879318,68.49085830116316,9.932527964405688,8.934814419422105,17187.345783259294,6.854368826497129,2.995732273553991,1.8290885991548145,0.7434782608695653,Medium,1,1,-0.5367762845676515,0.012544204192919739,-0.25794229884583064,0.3102865577817636,0.4496014388117547,-0.4854840926797661,-1.3460179845367914,0.23285911133526874,-0.019012808716357025,-0.36474599831746674,0.6125530498969481,-0.02346414886251148
Saint Joseph's College,Yes,833,12,2196,9985,5180,500,800,53.0,27.2,8,4322,85.0,5.318102331356635,3.473099970406587,11.526168969153488,65.73267429811999,9.521846755027648,8.650998387185288,48228.57254567277,10.678540795817817,2.1972245773362196,1.8241546781492586,0.8187274909963985,Medium,1,1,-0.6342094485939086,-0.9727316677869278,1.2971725737137616,0.014148844162083918,-0.2291946039516519,-0.8317407990918487,0.6005650532112241,2.934904988775743,-1.3233835886260938,-2.1046961629673473,0.6125530498969481,0.48840324336676194
Saint Joseph's University,Yes,2519,39,1314,12750,6350,350,1690,84.0,17.4,13,8243,83.0,5.969867825956235,6.071854355974564,10.455095122651889,71.73761310094808,8.745786153121648,9.912928269114657,49659.49561114865,7.73687227002806,2.6390573296152584,1.8299671603739287,0.7951568082572449,Medium,1,1,0.41235903738366336,0.8144962912549331,0.9174490323886001,0.6588806117068091,-1.5119094043589478,0.7078187571324343,0.6902976719925955,0.8564097284492161,-0.601645107695158,-0.05492086408215119,0.6125530498969481,0.3280685278298941
